ticker,model,metric,horizon,value
MSFT,Simple_KAN,MAE,20,2.1779522592704152
MSFT,Simple_KAN,Pearson r,20,-0.02294528665308092
MSFT,Simple_KAN,QLIKE,20,0.5030669672603315
MSFT,Simple_KAN,R2,20,-0.02726827041784885
MSFT,Simple_KAN,RMSE,20,6.998897581179861
MSFT,Simple_LSTM,MAE,1,1.7941229394006468
MSFT,Simple_LSTM,Pearson r,1,0.30616357182345066
MSFT,Simple_LSTM,QLIKE,1,0.3525710505667954
MSFT,Simple_LSTM,R2,1,0.07019545403045802
MSFT,Simple_LSTM,RMSE,1,6.463239539399995
MSFT,Simple_LSTM,MAE,5,1.995786221412228
MSFT,Simple_LSTM,Pearson r,5,0.17707658172402954
MSFT,Simple_LSTM,QLIKE,5,0.3864459107951817
MSFT,Simple_LSTM,R2,5,-0.005888934650925881
MSFT,Simple_LSTM,RMSE,5,6.722631084000736
MSFT,Simple_LSTM,MAE,10,1.999022692177881
MSFT,Simple_LSTM,Pearson r,10,0.15101829082258006
MSFT,Simple_LSTM,QLIKE,10,0.4295030071463889
MSFT,Simple_LSTM,R2,10,-0.008239396556286582
MSFT,Simple_LSTM,RMSE,10,6.730727680005303
MSFT,Simple_LSTM,MAE,20,2.1616356082085804
MSFT,Simple_LSTM,Pearson r,20,0.07741457207085904
MSFT,Simple_LSTM,QLIKE,20,0.5041735399223741
MSFT,Simple_LSTM,R2,20,-0.028413583632874495
MSFT,Simple_LSTM,RMSE,20,7.002798070031033
MSFT,Simple_MLP,MAE,1,2.1704857152151047
MSFT,Simple_MLP,Pearson r,1,0.08991095144163011
MSFT,Simple_MLP,QLIKE,1,0.46140319459641743
MSFT,Simple_MLP,R2,1,-0.0005285878024852142
MSFT,Simple_MLP,RMSE,1,6.704542844539248
MSFT,Simple_MLP,MAE,5,2.076897907818692
MSFT,Simple_MLP,Pearson r,5,0.006929372848721265
MSFT,Simple_MLP,QLIKE,5,0.4960647846634259
MSFT,Simple_MLP,R2,5,-0.032200264719994376
MSFT,Simple_MLP,RMSE,5,6.809986437043603
MSFT,Simple_MLP,MAE,10,2.1170850187947936
MSFT,Simple_MLP,Pearson r,10,0.006606709368778957
MSFT,Simple_MLP,QLIKE,10,0.4944432011789391
MSFT,Simple_MLP,R2,10,-0.02759510936615528
MSFT,Simple_MLP,RMSE,10,6.795027244527526
MSFT,Simple_MLP,MAE,20,2.182670439965585
MSFT,Simple_MLP,Pearson r,20,0.0029858657270474295
MSFT,Simple_MLP,QLIKE,20,0.5056680064015874
MSFT,Simple_MLP,R2,20,-0.026517573837273378
MSFT,Simple_MLP,RMSE,20,6.996339822481803
GE,GARCH,MAE,1,3.6335512814317656
GE,GARCH,Pearson r,1,0.004758245574386687
GE,GARCH,QLIKE,1,7.128651715179964
GE,GARCH,R2,1,-3.263632613389137
GE,GARCH,RMSE,1,4.848705567846482
GE,GARCH,MAE,5,3.566507377436687
GE,GARCH,Pearson r,5,0.03123837952316324
GE,GARCH,QLIKE,5,7.134824391333859
GE,GARCH,R2,5,-2.8190065757835754
GE,GARCH,RMSE,5,4.5937902954008365
GE,GARCH,MAE,10,3.535872955262853
GE,GARCH,Pearson r,10,0.014892029870708898
GE,GARCH,QLIKE,10,7.128935775398696
GE,GARCH,R2,10,-2.6028527684886886
GE,GARCH,RMSE,10,4.4784150759871695
GE,GARCH,MAE,20,3.4922409253444022
GE,GARCH,Pearson r,20,0.0022620369276412566
GE,GARCH,QLIKE,20,7.0748950597587426
GE,GARCH,R2,20,-2.3776699485508725
GE,GARCH,RMSE,20,4.3462711375059735
GE,ITransformer,MAE,1,4.9650514120516185
GE,ITransformer,Pearson r,1,-0.028817350304879842
GE,ITransformer,QLIKE,1,0.6854892637759191
GE,ITransformer,R2,1,-0.0014507457993566675
GE,ITransformer,RMSE,1,27.44607198670405
GE,ITransformer,MAE,5,4.962709277095221
GE,ITransformer,Pearson r,5,-0.017651903287927706
GE,ITransformer,QLIKE,5,0.6824436503936367
GE,ITransformer,R2,5,-0.0014526179177101195
GE,ITransformer,RMSE,5,27.44452205128752
GE,ITransformer,MAE,10,4.971933861004782
GE,ITransformer,Pearson r,10,-0.010268936312037123
GE,ITransformer,QLIKE,10,0.679308574261626
GE,ITransformer,R2,10,-0.0014923240249000713
GE,ITransformer,RMSE,10,27.4470800518015
GE,ITransformer,MAE,20,4.985579320162872
GE,ITransformer,Pearson r,20,-0.006401484348151579
GE,ITransformer,QLIKE,20,0.6750037428867763
GE,ITransformer,R2,20,-0.0015002069386695904
GE,ITransformer,RMSE,20,27.44791431191262
GE,Simple_KAN,MAE,1,4.165100596200479
GE,Simple_KAN,Pearson r,1,0.021352124574258488
GE,Simple_KAN,QLIKE,1,0.7078268741144682
GE,Simple_KAN,R2,1,-0.014898896325899136
GE,Simple_KAN,RMSE,1,27.62973954746873
GE,Simple_KAN,MAE,5,4.1620689392348655
GE,Simple_KAN,Pearson r,5,0.009338970272877323
GE,Simple_KAN,QLIKE,5,0.7145378062709842
GE,Simple_KAN,R2,5,-0.013083681430486438
GE,Simple_KAN,RMSE,5,27.603434953512636
GE,Simple_KAN,MAE,10,4.398488475162329
GE,Simple_KAN,Pearson r,10,0.004121185178522413
GE,Simple_KAN,QLIKE,10,0.7518612801515494
GE,Simple_KAN,R2,10,-0.015871112569825208
GE,Simple_KAN,RMSE,10,27.643411703817282
GE,Simple_KAN,MAE,20,4.299498771147006
GE,Simple_KAN,Pearson r,20,-0.008817112708265124
GE,Simple_KAN,QLIKE,20,0.710987074000142
GE,Simple_KAN,R2,20,-0.011971789752718065
GE,Simple_KAN,RMSE,20,27.59103744437823
GE,Simple_LSTM,MAE,1,4.868008573443283
GE,Simple_LSTM,Pearson r,1,0.057022948925215096
GE,Simple_LSTM,QLIKE,1,0.6843712599566704
GE,Simple_LSTM,R2,1,-0.0018409055062136304
GE,Simple_LSTM,RMSE,1,27.451417885476424
